yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,id
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,67,Every three months,Male,1122
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,0,56,Once a month,Male,1123
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,70,Once a year,Female,1124
No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I hate it!-5,58,Once a year,Female,1125
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Never,Male,1126
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,I hate it!-5,52,Once a year,Female,1127
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,61,Once a year,Female,1128
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,33,Once a month,Female,1129
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,30,Once a month,Female,1130
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,37,Every three months,Male,1131
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,26,Every three months,Male,1132
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,0,65,Once a year,Female,1133
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,38,Once a month,Female,1134
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,29,Once a week,Female,1135
No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Female,1136
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,21,Once a week,Male,1137
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,35,Once a year,Female,1138
Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,27,Every three months,Male,1139
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,19,Never,Male,1140
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,29,Every three months,Male,1141
Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,29,Once a week,Male,1142
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,29,Once a week,Male,1143
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,31,Once a week,Female,1144
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Female,1145
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,36,Every three months,Male,1146
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+1,48,Once a year,Female,1147
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,23,Every three months,Female,1148
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,35,Once a month,Male,1149
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,29,Never,Male,1150
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,52,Every three months,Female,1151
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,32,Once a week,Male,1152
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,39,Once a week,Female,1153
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,55,Once a month,Female,1154
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,41,Once a week,Male,1155
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,55,Never,Female,1156
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,29,Once a month,Female,1157
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a week,Male,1158
Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,44,Once a week,Male,1159
No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,60,Every three months,Female,1160
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,40,Once a month,Female,1161
No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,45,Once a year,Female,1162
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,37,Once a year,Female,1163
Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Male,1164
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+1,53,Once a month,Male,1165
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,33,Once a month,Male,1166
No,Yes,No,Yes,No,Yes,No,No,No,No,No,-1,37,Every three months,Male,1167
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,33,Once a month,Male,1168
Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female,1169
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+1,57,Every three months,Male,1170
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,53,Never,Female,1171
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,46,More than once a week,Female,1172
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,62,Every three months,Male,1173
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,53,Once a month,Female,1174
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-1,53,Once a year,Male,1175
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,35,Once a month,Female,1176
No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,-3,52,Once a year,Male,1177
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,23,Once a month,Female,1178
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,57,Never,Female,1179
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,29,Once a week,Female,1180
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,35,Once a year,Female,1181
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,44,Every three months,Male,1182
No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,I hate it!-5,57,Every three months,Female,1183
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,49,Once a month,Male,1184
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a month,Male,1185
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,50,Once a week,Male,1186
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,69,Once a month,Male,1187
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,55,Once a week,Male,1188
No,Yes,No,No,No,Yes,Yes,No,No,No,No,+2,44,Once a week,Female,1189
No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,+1,65,Once a year,Female,1190
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,+3,30,Every three months,Female,1191
No,Yes,No,Yes,No,Yes,No,No,No,No,No,-2,70,Once a year,Female,1192
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-2,67,Every three months,Female,1193
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,60,Every three months,Male,1194
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,31,Every three months,Female,1195
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,50,Once a week,Female,1196
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,66,Once a year,Female,1197
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,24,Once a month,Male,1198
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,+3,50,Once a month,Female,1199
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,42,Once a week,Female,1200
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,Once a week,Female,1201
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,24,Once a month,Female,1202
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,57,Once a month,Male,1203
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,I hate it!-5,64,Never,Male,1204
No,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,63,Once a month,Female,1205
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-1,62,Once a year,Female,1206
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,19,Once a week,Female,1207
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,22,Every three months,Female,1208
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,+1,20,Every three months,Female,1209
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,32,Once a month,Female,1210
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,22,Every three months,Female,1211
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,28,Once a year,Female,1212
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,+4,47,Once a month,Female,1213
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Once a month,Male,1214
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,-4,44,Every three months,Male,1215
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,27,Once a year,Female,1216
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,22,Once a month,Male,1217
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,66,Never,Female,1218
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,68,Every three months,Male,1219
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,59,Never,Male,1220
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,20,Once a month,Female,1221
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,39,Once a week,Female,1222
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,24,Every three months,Female,1223
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,49,Once a week,Male,1224
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,42,Every three months,Male,1225
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,20,Every three months,Female,1226
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,27,Once a year,Female,1227
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,22,Never,Female,1228
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,26,Once a year,Male,1229
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,+4,58,Once a week,Male,1230
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,35,Once a year,Male,1231
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,28,Once a week,Male,1232
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,60,Never,Female,1233
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I hate it!-5,61,Every three months,Female,1234
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,59,Once a month,Male,1235
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,64,Every three months,Female,1236
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,19,Never,Female,1237
No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,-2,69,Every three months,Female,1238
No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,+2,44,Once a month,Male,1239
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,29,Once a week,Female,1240
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,27,Every three months,Male,1241
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,26,Every three months,Male,1242
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,59,Once a year,Female,1243
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,40,Once a year,Male,1244
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,I love it!+5,32,Once a year,Male,1245
No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,-3,49,Every three months,Female,1246
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,58,Every three months,Male,1247
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Female,1248
No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,-2,54,Every three months,Male,1249
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,31,Once a week,Female,1250
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,45,Every three months,Female,1251
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,50,Every three months,Male,1252
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+1,23,Once a month,Male,1253
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-3,45,Once a year,Female,1254
No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,+3,30,Once a week,Male,1255
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,I love it!+5,31,Every three months,Male,1256
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+2,40,Every three months,Female,1257
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a month,Male,1258
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,62,Every three months,Female,1259
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,22,More than once a week,Male,1260
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,45,Once a month,Female,1261
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,54,Every three months,Female,1262
No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,70,Never,Female,1263
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,40,Once a month,Male,1264
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,43,Every three months,Male,1265
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,43,Once a week,Male,1266
No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-2,47,Once a year,Female,1267
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,29,Once a year,Female,1268
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,66,Once a week,Female,1269
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-1,22,Every three months,Male,1270
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Every three months,Female,1271
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,38,Once a month,Male,1272
Yes,Yes,No,No,No,No,No,No,No,No,No,-1,54,Every three months,Male,1273
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Once a year,Male,1274
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-4,68,Every three months,Female,1275
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,65,Never,Female,1276
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+3,18,Once a month,Female,1277
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,53,Every three months,Female,1278
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,42,Once a month,Female,1279
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,30,Once a month,Female,1280
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,53,Once a year,Male,1281
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,27,Once a month,Male,1282
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,23,Once a week,Male,1283
No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,40,Once a year,Male,1284
Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,60,Every three months,Male,1285
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,59,Once a week,Male,1286
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,49,Once a month,Male,1287
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,44,Once a month,Male,1288
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,62,Never,Male,1289
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,37,Once a month,Female,1290
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,26,Once a month,Female,1291
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,58,Once a year,Female,1292
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,I love it!+5,30,Once a week,Female,1293
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,51,Every three months,Female,1294
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,60,Once a month,Male,1295
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+3,35,Once a month,Female,1296
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+2,60,Once a week,Female,1297
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,65,Once a year,Female,1298
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,58,Every three months,Female,1299
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,49,Never,Male,1300
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,58,Every three months,Female,1301
Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,+3,26,Every three months,Female,1302
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,59,Every three months,Male,1303
Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,-1,28,Once a month,Female,1304
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,24,Every three months,Female,1305
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,36,More than once a week,Male,1306
No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,I hate it!-5,66,Once a year,Male,1307
No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,58,Every three months,Male,1308
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,31,Once a month,Female,1309
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,27,More than once a week,Male,1310
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,+4,20,Once a week,Male,1311
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,37,Once a week,Male,1312
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,34,Once a month,Female,1313
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,47,Never,Male,1314
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,25,Every three months,Female,1315
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,67,Once a year,Male,1316
Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,+4,57,Once a month,Female,1317
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,48,Once a week,Female,1318
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Once a month,Female,1319
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,38,Every three months,Female,1320
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,44,Once a year,Male,1321
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,47,Once a month,Female,1322
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-4,53,Every three months,Female,1323
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,37,Once a month,Male,1324
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Every three months,Male,1325
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,21,More than once a week,Male,1326
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,60,Never,Female,1327
No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,-2,48,Once a year,Female,1328
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-4,38,Once a year,Female,1329
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,24,Once a month,Male,1330
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+3,26,Once a month,Male,1331
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,40,Once a week,Female,1332
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,62,Once a month,Male,1333
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,26,Every three months,Male,1334
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,65,Once a month,Female,1335
No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,+2,50,Once a month,Male,1336
No,No,No,No,No,Yes,Yes,No,No,No,No,0,26,Never,Female,1337
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,44,Every three months,Female,1338
No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,48,Once a week,Male,1339
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,29,Once a month,Female,1340
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,60,Once a year,Female,1341
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,More than once a week,Male,1342
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,37,Once a year,Female,1343
Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-3,55,Once a year,Female,1344
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,39,Every three months,Female,1345
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+4,55,Once a month,Male,1346
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,18,Every three months,Male,1347
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,21,Once a week,Female,1348
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+2,31,Once a month,Male,1349
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,28,Once a month,Female,1350
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,39,Once a month,Male,1351
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,51,Every three months,Male,1352
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,18,Once a week,Female,1353
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Never,Female,1354
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,66,Never,Male,1355
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,34,Once a year,Female,1356
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,53,Every three months,Female,1357
No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,42,Once a year,Male,1358
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,38,Every three months,Female,1359
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,29,Once a month,Female,1360
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,57,Every three months,Male,1361
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,26,Once a week,Male,1362
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+3,30,Once a week,Female,1363
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+1,46,Every three months,Male,1364
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,61,Every three months,Male,1365
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,39,Once a week,Male,1366
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,62,Every three months,Male,1367
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,+4,43,Once a month,Female,1368
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,36,Once a month,Female,1369
Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,+3,60,Every three months,Female,1370
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,54,Once a year,Female,1371
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,48,Once a week,Male,1372
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,20,Once a month,Male,1373
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,27,Once a month,Female,1374
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,-1,68,Once a month,Female,1375
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,70,Once a month,Male,1376
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,28,Once a month,Female,1377
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,59,Never,Female,1378
No,Yes,No,No,No,Yes,Yes,No,No,No,No,-2,45,Once a year,Male,1379
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+2,67,Every three months,Male,1380
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+3,26,Once a week,Female,1381
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,42,Never,Male,1382
No,Yes,No,No,No,Yes,Yes,No,No,No,No,+4,55,Once a week,Male,1383
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,30,Once a year,Female,1384
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,33,Once a week,Male,1385
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,60,Every three months,Female,1386
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,57,Once a month,Female,1387
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,44,Once a month,Male,1388
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,59,Every three months,Female,1389
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,35,Never,Male,1390
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,60,Once a year,Male,1391
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,I hate it!-5,67,Never,Female,1392
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,29,Once a week,Female,1393
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,22,Once a month,Female,1394
Yes,No,No,No,No,Yes,No,Yes,No,No,No,+4,54,Once a year,Female,1395
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,21,More than once a week,Female,1396
